mlow,mhigh,ptcut,etcut,mode,order,sigma_fb,unc_stat_fb,unc_lumi_fb,N_selected,N_background,eff,delta_df,delta_ss,data_n_total,data_n_after_mass,data_n_after_iso,data_n_after_mass_and_iso
66,116,8,5,none,df -> iso -> ss,2253931.563705918,462.9287064052438,38316.83658300061,23914019.0,69701.715673922,0.2890434160900397,,,26363258,24783058,25394841,23914019
66,116,8,5,none,ss -> iso -> df,2253931.563705918,462.9287064052438,38316.83658300061,23914019.0,69701.715673922,0.2890434160900397,,,26363258,24783058,25394841,23914019
66,116,8,5,none,df -> ss -> iso,2253931.563705918,462.9287064052438,38316.83658300061,23914019.0,69701.715673922,0.2890434160900397,,,26363258,24783058,25394841,23914019
66,116,8,5,df,iso -> df -> ss,2252223.3647641568,462.57786419728785,38287.797200990666,23914019.0,69701.715673922,0.28926264108575395,17822.900077074068,,26363258,24783058,25394841,23914019
66,116,8,5,df,df -> iso -> ss,2252223.3647641568,462.57786419728785,38287.797200990666,23914019.0,69701.715673922,0.28926264108575395,17822.900077074068,,26363258,24783058,25394841,23914019
66,116,8,5,df,ss -> iso -> df,2252223.3647641568,462.57786419728785,38287.797200990666,23914019.0,69701.715673922,0.28926264108575395,17822.900077074068,,26363258,24783058,25394841,23914019
66,116,8,5,df,df -> ss -> iso,2252223.3647641568,462.57786419728785,38287.797200990666,23914019.0,69701.715673922,0.28926264108575395,17822.900077074068,,26363258,24783058,25394841,23914019
66,116,8,5,ss,iso -> df -> ss,2253751.1683895737,462.91028827149677,38313.76986262276,23912110.599927533,69701.715673922,0.2890434160900397,,1908.4000724660384,26363258,24783058,25394841,23914019
66,116,8,5,ss,df -> iso -> ss,2253751.1683895737,462.91028827149677,38313.76986262276,23912110.599927533,69701.715673922,0.2890434160900397,,1908.4000724660384,26363258,24783058,25394841,23914019
66,116,8,5,ss,ss -> iso -> df,2253751.1683895737,462.91028827149677,38313.76986262276,23912110.599927533,69701.715673922,0.2890434160900397,,1908.4000724660384,26363258,24783058,25394841,23914019
66,116,8,5,ss,df -> ss -> iso,2253751.1683895737,462.91028827149677,38313.76986262276,23912110.599927533,69701.715673922,0.2890434160900397,,1908.4000724660384,26363258,24783058,25394841,23914019
66,116,8,5,df+ss,iso -> df -> ss,2252043.106164958,462.5594600221885,38284.732804804284,23912110.599927533,69701.715673922,0.28926264108575395,17822.900077074068,1908.4000724660384,26363258,24783058,25394841,23914019
66,116,8,5,df+ss,df -> iso -> ss,2252043.106164958,462.5594600221885,38284.732804804284,23912110.599927533,69701.715673922,0.28926264108575395,17822.900077074068,1908.4000724660384,26363258,24783058,25394841,23914019
66,116,8,5,df+ss,ss -> iso -> df,2252043.106164958,462.5594600221885,38284.732804804284,23912110.599927533,69701.715673922,0.28926264108575395,17822.900077074068,1908.4000724660384,26363258,24783058,25394841,23914019
66,116,8,5,df+ss,df -> ss -> iso,2252043.106164958,462.5594600221885,38284.732804804284,23912110.599927533,69701.715673922,0.28926264108575395,17822.900077074068,1908.4000724660384,26363258,24783058,25394841,23914019
66,116,8,6,none,iso -> df -> ss,2254227.919841698,460.15710788004515,38321.874637308865,24209939.0,70767.90579695701,0.2925791966399742,,,26363258,24783058,25709429,24209939
66,116,8,6,none,df -> iso -> ss,2254227.919841698,460.15710788004515,38321.874637308865,24209939.0,70767.90579695701,0.2925791966399742,,,26363258,24783058,25709429,24209939
66,116,8,6,none,ss -> iso -> df,2254227.919841698,460.15710788004515,38321.874637308865,24209939.0,70767.90579695701,0.2925791966399742,,,26363258,24783058,25709429,24209939
66,116,8,6,none,df -> ss -> iso,2254227.919841698,460.15710788004515,38321.874637308865,24209939.0,70767.90579695701,0.2925791966399742,,,26363258,24783058,25709429,24209939
66,116,8,6,df,iso -> df -> ss,2252493.0188473733,459.80296133746185,38292.38132040535,24209939.0,70767.90579695701,0.29280454514712706,18320.73898515242,,26363258,24783058,25709429,24209939
66,116,8,6,df,df -> iso -> ss,2252493.0188473733,459.80296133746185,38292.38132040535,24209939.0,70767.90579695701,0.29280454514712706,18320.73898515242,,26363258,24783058,25709429,24209939
66,116,8,6,df,ss -> iso -> df,2252493.0188473733,459.80296133746185,38292.38132040535,24209939.0,70767.90579695701,0.29280454514712706,18320.73898515242,,26363258,24783058,25709429,24209939
66,116,8,6,df,df -> ss -> iso,2252493.0188473733,459.80296133746185,38292.38132040535,24209939.0,70767.90579695701,0.29280454514712706,18320.73898515242,,26363258,24783058,25709429,24209939
66,116,8,6,ss,iso -> df -> ss,2254034.7034571,460.1375017199432,38318.5899587707,24207869.961938247,70767.90579695701,0.2925791966399742,,2069.0380617538203,26363258,24783058,25709429,24209939
66,116,8,6,ss,df -> iso -> ss,2254034.7034571,460.1375017199432,38318.5899587707,24207869.961938247,70767.90579695701,0.2925791966399742,,2069.0380617538203,26363258,24783058,25709429,24209939
66,116,8,6,ss,ss -> iso -> df,2254034.7034571,460.1375017199432,38318.5899587707,24207869.961938247,70767.90579695701,0.2925791966399742,,2069.0380617538203,26363258,24783058,25709429,24209939
66,116,8,6,ss,df -> ss -> iso,2254034.7034571,460.1375017199432,38318.5899587707,24207869.961938247,70767.90579695701,0.2925791966399742,,2069.0380617538203,26363258,24783058,25709429,24209939
66,116,8,6,df+ss,iso -> df -> ss,2252299.951166149,459.7833702666711,38289.09916982454,24207869.961938247,70767.90579695701,0.29280454514712706,18320.73898515242,2069.0380617538203,26363258,24783058,25709429,24209939
66,116,8,6,df+ss,df -> iso -> ss,2252299.951166149,459.7833702666711,38289.09916982454,24207869.961938247,70767.90579695701,0.29280454514712706,18320.73898515242,2069.0380617538203,26363258,24783058,25709429,24209939
66,116,8,6,df+ss,ss -> iso -> df,2252299.951166149,459.7833702666711,38289.09916982454,24207869.961938247,70767.90579695701,0.29280454514712706,18320.73898515242,2069.0380617538203,26363258,24783058,25709429,24209939
66,116,8,6,df+ss,df -> ss -> iso,2252299.951166149,459.7833702666711,38289.09916982454,24207869.961938247,70767.90579695701,0.29280454514712706,18320.73898515242,2069.0380617538203,26363258,24783058,25709429,24209939
66,116,8,7,none,iso -> df -> ss,2254656.5086804307,458.7192309525361,38329.160647567325,24371335.0,71279.36157112659,0.29447321303666707,,,26363258,24783058,25881241,24371335
66,116,8,7,none,df -> iso -> ss,2254656.5086804307,458.7192309525361,38329.160647567325,24371335.0,71279.36157112659,0.29447321303666707,,,26363258,24783058,25881241,24371335
66,116,8,7,none,ss -> iso -> df,2254656.5086804307,458.7192309525361,38329.160647567325,24371335.0,71279.36157112659,0.29447321303666707,,,26363258,24783058,25881241,24371335
66,116,8,7,none,df -> ss -> iso,2254656.5086804307,458.7192309525361,38329.160647567325,24371335.0,71279.36157112659,0.29447321303666707,,,26363258,24783058,25881241,24371335
66,116,8,7,df,iso -> df -> ss,2252899.6612635404,458.361793048858,38299.29424148019,24371335.0,71279.36157112659,0.2947028479878201,18669.225082064033,,26363258,24783058,25881241,24371335
66,116,8,7,df,df -> iso -> ss,2252899.6612635404,458.361793048858,38299.29424148019,24371335.0,71279.36157112659,0.2947028479878201,18669.225082064033,,26363258,24783058,25881241,24371335
66,116,8,7,df,ss -> iso -> df,2252899.6612635404,458.361793048858,38299.29424148019,24371335.0,71279.36157112659,0.2947028479878201,18669.225082064033,,26363258,24783058,25881241,24371335
66,116,8,7,df,df -> ss -> iso,2252899.6612635404,458.361793048858,38299.29424148019,24371335.0,71279.36157112659,0.2947028479878201,18669.225082064033,,26363258,24783058,25881241,24371335
66,116,8,7,ss,iso -> df -> ss,2254454.302050285,458.69878057882073,38325.723134854845,24369155.673639607,71279.36157112659,0.29447321303666707,,2179.3263603947385,26363258,24783058,25881241,24371335
66,116,8,7,ss,df -> iso -> ss,2254454.302050285,458.69878057882073,38325.723134854845,24369155.673639607,71279.36157112659,0.29447321303666707,,2179.3263603947385,26363258,24783058,25881241,24371335
66,116,8,7,ss,ss -> iso -> df,2254454.302050285,458.69878057882073,38325.723134854845,24369155.673639607,71279.36157112659,0.29447321303666707,,2179.3263603947385,26363258,24783058,25881241,24371335
66,116,8,7,ss,df -> ss -> iso,2254454.302050285,458.69878057882073,38325.723134854845,24369155.673639607,71279.36157112659,0.29447321303666707,,2179.3263603947385,26363258,24783058,25881241,24371335
66,116,8,7,df+ss,iso -> df -> ss,2252697.6121945106,458.34135861024674,38295.859407306685,24369155.673639607,71279.36157112659,0.2947028479878201,18669.225082064033,2179.3263603947385,26363258,24783058,25881241,24371335
66,116,8,7,df+ss,df -> iso -> ss,2252697.6121945106,458.34135861024674,38295.859407306685,24369155.673639607,71279.36157112659,0.2947028479878201,18669.225082064033,2179.3263603947385,26363258,24783058,25881241,24371335
66,116,8,7,df+ss,ss -> iso -> df,2252697.6121945106,458.34135861024674,38295.859407306685,24369155.673639607,71279.36157112659,0.2947028479878201,18669.225082064033,2179.3263603947385,26363258,24783058,25881241,24371335
66,116,8,7,df+ss,df -> ss -> iso,2252697.6121945106,458.34135861024674,38295.859407306685,24369155.673639607,71279.36157112659,0.2947028479878201,18669.225082064033,2179.3263603947385,26363258,24783058,25881241,24371335
66,116,9,5,none,iso -> df -> ss,2254874.1046474013,463.02224748233755,38332.85977900583,23924276.0,69705.54553341113,0.28904683357890204,,,26363258,24783058,25406311,23924276
66,116,9,5,none,df -> iso -> ss,2254874.1046474013,463.02224748233755,38332.85977900583,23924276.0,69705.54553341113,0.28904683357890204,,,26363258,24783058,25406311,23924276
66,116,9,5,none,ss -> iso -> df,2254874.1046474013,463.02224748233755,38332.85977900583,23924276.0,69705.54553341113,0.28904683357890204,,,26363258,24783058,25406311,23924276
66,116,9,5,none,df -> ss -> iso,2254874.1046474013,463.02224748233755,38332.85977900583,23924276.0,69705.54553341113,0.28904683357890204,,,26363258,24783058,25406311,23924276
66,116,9,5,df,iso -> df -> ss,2253126.4055094603,462.6633699817691,38303.14889366083,23924276.0,69705.54553341113,0.2892710406631718,18227.941784154056,,26363258,24783058,25406311,23924276
66,116,9,5,df,df -> iso -> ss,2253126.4055094603,462.6633699817691,38303.14889366083,23924276.0,69705.54553341113,0.2892710406631718,18227.941784154056,,26363258,24783058,25406311,23924276
66,116,9,5,df,ss -> iso -> df,2253126.4055094603,462.6633699817691,38303.14889366083,23924276.0,69705.54553341113,0.2892710406631718,18227.941784154056,,26363258,24783058,25406311,23924276
66,116,9,5,df,df -> ss -> iso,2253126.4055094603,462.6633699817691,38303.14889366083,23924276.0,69705.54553341113,0.2892710406631718,18227.941784154056,,26363258,24783058,25406311,23924276
66,116,9,5,ss,iso -> df -> ss,2254681.671860654,463.00260451359696,38329.58842163112,23922240.23159069,69705.54553341113,0.28904683357890204,,2035.768409310745,26363258,24783058,25406311,23924276
66,116,9,5,ss,df -> iso -> ss,2254681.671860654,463.00260451359696,38329.58842163112,23922240.23159069,69705.54553341113,0.28904683357890204,,2035.768409310745,26363258,24783058,25406311,23924276
66,116,9,5,ss,ss -> iso -> df,2254681.671860654,463.00260451359696,38329.58842163112,23922240.23159069,69705.54553341113,0.28904683357890204,,2035.768409310745,26363258,24783058,25406311,23924276
66,116,9,5,ss,df -> ss -> iso,2254681.671860654,463.00260451359696,38329.58842163112,23922240.23159069,69705.54553341113,0.28904683357890204,,2035.768409310745,26363258,24783058,25406311,23924276
66,116,9,5,df+ss,iso -> df -> ss,2252934.121872776,462.6437422378251,38299.8800718372,23922240.23159069,69705.54553341113,0.2892710406631718,18227.941784154056,2035.768409310745,26363258,24783058,25406311,23924276
66,116,9,5,df+ss,df -> iso -> ss,2252934.121872776,462.6437422378251,38299.8800718372,23922240.23159069,69705.54553341113,0.2892710406631718,18227.941784154056,2035.768409310745,26363258,24783058,25406311,23924276
66,116,9,5,df+ss,ss -> iso -> df,2252934.121872776,462.6437422378251,38299.8800718372,23922240.23159069,69705.54553341113,0.2892710406631718,18227.941784154056,2035.768409310745,26363258,24783058,25406311,23924276
66,116,9,5,df+ss,df -> ss -> iso,2252934.121872776,462.6437422378251,38299.8800718372,23922240.23159069,69705.54553341113,0.2892710406631718,18227.941784154056,2035.768409310745,26363258,24783058,25406311,23924276
66,116,9,6,none,iso -> df -> ss,2255225.885661927,460.25556641749284,38338.84005625276,24220933.0,70773.22840056646,0.2925828561622548,,,26363258,24783058,25721743,24220933
66,116,9,6,none,df -> iso -> ss,2255225.885661927,460.25556641749284,38338.84005625276,24220933.0,70773.22840056646,0.2925828561622548,,,26363258,24783058,25721743,24220933
66,116,9,6,none,ss -> iso -> df,2255225.885661927,460.25556641749284,38338.84005625276,24220933.0,70773.22840056646,0.2925828561622548,,,26363258,24783058,25721743,24220933
66,116,9,6,none,df -> ss -> iso,2255225.885661927,460.25556641749284,38338.84005625276,24220933.0,70773.22840056646,0.2925828561622548,,,26363258,24783058,25721743,24220933
66,116,9,6,df,iso -> df -> ss,2253446.930023339,459.8925099980559,38308.597810396765,24220933.0,70773.22840056646,0.2928138320573555,18778.24326180623,,26363258,24783058,25721743,24220933
66,116,9,6,df,df -> iso -> ss,2253446.930023339,459.8925099980559,38308.597810396765,24220933.0,70773.22840056646,0.2928138320573555,18778.24326180623,,26363258,24783058,25721743,24220933
66,116,9,6,df,ss -> iso -> df,2253446.930023339,459.8925099980559,38308.597810396765,24220933.0,70773.22840056646,0.2928138320573555,18778.24326180623,,26363258,24783058,25721743,24220933
66,116,9,6,df,df -> ss -> iso,2253446.930023339,459.8925099980559,38308.597810396765,24220933.0,70773.22840056646,0.2928138320573555,18778.24326180623,,26363258,24783058,25721743,24220933
66,116,9,6,ss,iso -> df -> ss,2255019.1900767707,460.2345972065749,38335.3262313051,24218719.593601402,70773.22840056646,0.2925828561622548,,2213.4063985985267,26363258,24783058,25721743,24220933
66,116,9,6,ss,df -> iso -> ss,2255019.1900767707,460.2345972065749,38335.3262313051,24218719.593601402,70773.22840056646,0.2925828561622548,,2213.4063985985267,26363258,24783058,25721743,24220933
66,116,9,6,ss,ss -> iso -> df,2255019.1900767707,460.2345972065749,38335.3262313051,24218719.593601402,70773.22840056646,0.2925828561622548,,2213.4063985985267,26363258,24783058,25721743,24220933
66,116,9,6,ss,df -> ss -> iso,2255019.1900767707,460.2345972065749,38335.3262313051,24218719.593601402,70773.22840056646,0.2925828561622548,,2213.4063985985267,26363258,24783058,25721743,24220933
66,116,9,6,df+ss,iso -> df -> ss,2253240.397482727,459.8715573279627,38305.086757206365,24218719.593601402,70773.22840056646,0.2928138320573555,18778.24326180623,2213.4063985985267,26363258,24783058,25721743,24220933
66,116,9,6,df+ss,df -> iso -> ss,2253240.397482727,459.8715573279627,38305.086757206365,24218719.593601402,70773.22840056646,0.2928138320573555,18778.24326180623,2213.4063985985267,26363258,24783058,25721743,24220933
66,116,9,6,df+ss,ss -> iso -> df,2253240.397482727,459.8715573279627,38305.086757206365,24218719.593601402,70773.22840056646,0.2928138320573555,18778.24326180623,2213.4063985985267,26363258,24783058,25721743,24220933
66,116,9,6,df+ss,df -> ss -> iso,2253240.397482727,459.8715573279627,38305.086757206365,24218719.593601402,70773.22840056646,0.2928138320573555,18778.24326180623,2213.4063985985267,26363258,24783058,25721743,24220933
66,116,9,7,none,iso -> df -> ss,2255710.366764161,458.822721967316,38347.07623499074,24383037.0,71285.94491273936,0.29447729774868053,,,26363258,24783058,25894369,24383037
66,116,9,7,none,df -> iso -> ss,2255710.366764161,458.822721967316,38347.07623499074,24383037.0,71285.94491273936,0.29447729774868053,,,26363258,24783058,25894369,24383037
66,116,9,7,none,ss -> iso -> df,2255710.366764161,458.822721967316,38347.07623499074,24383037.0,71285.94491273936,0.29447729774868053,,,26363258,24783058,25894369,24383037
66,116,9,7,none,df -> ss -> iso,2255710.366764161,458.822721967316,38347.07623499074,24383037.0,71285.94491273936,0.29447729774868053,,,26363258,24783058,25894369,24383037
66,116,9,7,df,iso -> df -> ss,2253906.343577749,458.45577466722045,38316.40784082174,24383037.0,71285.94491273936,0.2947129969269202,19162.24419723201,,26363258,24783058,25894369,24383037
66,116,9,7,df,df -> iso -> ss,2253906.343577749,458.45577466722045,38316.40784082174,24383037.0,71285.94491273936,0.2947129969269202,19162.24419723201,,26363258,24783058,25894369,24383037
66,116,9,7,df,ss -> iso -> df,2253906.343577749,458.45577466722045,38316.40784082174,24383037.0,71285.94491273936,0.2947129969269202,19162.24419723201,,26363258,24783058,25894369,24383037
66,116,9,7,df,df -> ss -> iso,2253906.343577749,458.45577466722045,38316.40784082174,24383037.0,71285.94491273936,0.2947129969269202,19162.24419723201,,26363258,24783058,25894369,24383037
66,116,9,7,ss,iso -> df -> ss,2255493.5955213965,458.8008038007238,38343.391123863745,24380700.66792136,71285.94491273936,0.29447729774868053,,2336.3320786376125,26363258,24783058,25894369,24383037
66,116,9,7,ss,df -> iso -> ss,2255493.5955213965,458.8008038007238,38343.391123863745,24380700.66792136,71285.94491273936,0.29447729774868053,,2336.3320786376125,26363258,24783058,25894369,24383037
66,116,9,7,ss,ss -> iso -> df,2255493.5955213965,458.8008038007238,38343.391123863745,24380700.66792136,71285.94491273936,0.29447729774868053,,2336.3320786376125,26363258,24783058,25894369,24383037
66,116,9,7,ss,df -> ss -> iso,2255493.5955213965,458.8008038007238,38343.391123863745,24380700.66792136,71285.94491273936,0.29447729774868053,,2336.3320786376125,26363258,24783058,25894369,24383037
66,116,9,7,df+ss,iso -> df -> ss,2253689.7456995947,458.4338740298649,38312.72567689311,24380700.66792136,71285.94491273936,0.2947129969269202,19162.24419723201,2336.3320786376125,26363258,24783058,25894369,24383037
66,116,9,7,df+ss,df -> iso -> ss,2253689.7456995947,458.4338740298649,38312.72567689311,24380700.66792136,71285.94491273936,0.2947129969269202,19162.24419723201,2336.3320786376125,26363258,24783058,25894369,24383037
66,116,9,7,df+ss,ss -> iso -> df,2253689.7456995947,458.4338740298649,38312.72567689311,24380700.66792136,71285.94491273936,0.2947129969269202,19162.24419723201,2336.3320786376125,26363258,24783058,25894369,24383037
66,116,9,7,df+ss,df -> ss -> iso,2253689.7456995947,458.4338740298649,38312.72567689311,24380700.66792136,71285.94491273936,0.2947129969269202,19162.24419723201,2336.3320786376125,26363258,24783058,25894369,24383037
66,116,10,5,none,iso -> df -> ss,2255456.783504076,463.08069227187485,38342.76531956929,23930553.0,69708.03847856067,0.28904816951248846,,,26363258,24783058,25413480,23930553
66,116,10,5,none,df -> iso -> ss,2255456.783504076,463.08069227187485,38342.76531956929,23930553.0,69708.03847856067,0.28904816951248846,,,26363258,24783058,25413480,23930553
66,116,10,5,none,ss -> iso -> df,2255456.783504076,463.08069227187485,38342.76531956929,23930553.0,69708.03847856067,0.28904816951248846,,,26363258,24783058,25413480,23930553
66,116,10,5,none,df -> ss -> iso,2255456.783504076,463.08069227187485,38342.76531956929,23930553.0,69708.03847856067,0.28904816951248846,,,26363258,24783058,25413480,23930553
66,116,10,5,df,iso -> df -> ss,2253680.739774575,462.7160426072137,38312.572576167775,23930553.0,69708.03847856067,0.28927595784999616,18519.096168275835,,26363258,24783058,25413480,23930553
66,116,10,5,df,df -> iso -> ss,2253680.739774575,462.7160426072137,38312.572576167775,23930553.0,69708.03847856067,0.28927595784999616,18519.096168275835,,26363258,24783058,25413480,23930553
66,116,10,5,df,ss -> iso -> df,2253680.739774575,462.7160426072137,38312.572576167775,23930553.0,69708.03847856067,0.28927595784999616,18519.096168275835,,26363258,24783058,25413480,23930553
66,116,10,5,df,df -> ss -> iso,2253680.739774575,462.7160426072137,38312.572576167775,23930553.0,69708.03847856067,0.28927595784999616,18519.096168275835,,26363258,24783058,25413480,23930553
66,116,10,5,ss,iso -> df -> ss,2255254.237385024,463.06001964615655,38339.32203554541,23928410.23159069,69708.03847856067,0.28904816951248846,,2142.768409310745,26363258,24783058,25413480,23930553
66,116,10,5,ss,df -> iso -> ss,2255254.237385024,463.06001964615655,38339.32203554541,23928410.23159069,69708.03847856067,0.28904816951248846,,2142.768409310745,26363258,24783058,25413480,23930553
66,116,10,5,ss,ss -> iso -> df,2255254.237385024,463.06001964615655,38339.32203554541,23928410.23159069,69708.03847856067,0.28904816951248846,,2142.768409310745,26363258,24783058,25413480,23930553
66,116,10,5,ss,df -> ss -> iso,2255254.237385024,463.06001964615655,38339.32203554541,23928410.23159069,69708.03847856067,0.28904816951248846,,2142.768409310745,26363258,24783058,25413480,23930553
66,116,10,5,df+ss,iso -> df -> ss,2253478.3531490527,462.6953862600105,38309.1320035339,23928410.23159069,69708.03847856067,0.28927595784999616,18519.096168275835,2142.768409310745,26363258,24783058,25413480,23930553
66,116,10,5,df+ss,df -> iso -> ss,2253478.3531490527,462.6953862600105,38309.1320035339,23928410.23159069,69708.03847856067,0.28927595784999616,18519.096168275835,2142.768409310745,26363258,24783058,25413480,23930553
66,116,10,5,df+ss,ss -> iso -> df,2253478.3531490527,462.6953862600105,38309.1320035339,23928410.23159069,69708.03847856067,0.28927595784999616,18519.096168275835,2142.768409310745,26363258,24783058,25413480,23930553
66,116,10,5,df+ss,df -> ss -> iso,2253478.3531490527,462.6953862600105,38309.1320035339,23928410.23159069,69708.03847856067,0.28927595784999616,18519.096168275835,2142.768409310745,26363258,24783058,25413480,23930553
66,116,10,6,none,iso -> df -> ss,2255849.4839442824,460.31771519073135,38349.441227052805,24227734.0,70775.721345716,0.2925843178698509,,,26363258,24783058,25729532,24227734
66,116,10,6,none,df -> iso -> ss,2255849.4839442824,460.31771519073135,38349.441227052805,24227734.0,70775.721345716,0.2925843178698509,,,26363258,24783058,25729532,24227734
66,116,10,6,none,ss -> iso -> df,2255849.4839442824,460.31771519073135,38349.441227052805,24227734.0,70775.721345716,0.2925843178698509,,,26363258,24783058,25729532,24227734
66,116,10,6,none,df -> ss -> iso,2255849.4839442824,460.31771519073135,38349.441227052805,24227734.0,70775.721345716,0.2925843178698509,,,26363258,24783058,25729532,24227734
66,116,10,6,df,iso -> df -> ss,2254037.562790181,459.94798333951616,38318.63856743308,24227734.0,70775.721345716,0.2928195134689209,19121.303422240337,,26363258,24783058,25729532,24227734
66,116,10,6,df,df -> iso -> ss,2254037.562790181,459.94798333951616,38318.63856743308,24227734.0,70775.721345716,0.2928195134689209,19121.303422240337,,26363258,24783058,25729532,24227734
66,116,10,6,df,ss -> iso -> df,2254037.562790181,459.94798333951616,38318.63856743308,24227734.0,70775.721345716,0.2928195134689209,19121.303422240337,,26363258,24783058,25729532,24227734
66,116,10,6,df,df -> ss -> iso,2254037.562790181,459.94798333951616,38318.63856743308,24227734.0,70775.721345716,0.2928195134689209,19121.303422240337,,26363258,24783058,25729532,24227734
66,116,10,6,ss,iso -> df -> ss,2255631.8635795405,460.2956407284902,38345.74168085219,24225403.593601402,70775.721345716,0.2925843178698509,,2330.4063985985267,26363258,24783058,25729532,24227734
66,116,10,6,ss,df -> iso -> ss,2255631.8635795405,460.2956407284902,38345.74168085219,24225403.593601402,70775.721345716,0.2925843178698509,,2330.4063985985267,26363258,24783058,25729532,24227734
66,116,10,6,ss,ss -> iso -> df,2255631.8635795405,460.2956407284902,38345.74168085219,24225403.593601402,70775.721345716,0.2925843178698509,,2330.4063985985267,26363258,24783058,25729532,24227734
66,116,10,6,ss,df -> ss -> iso,2255631.8635795405,460.2956407284902,38345.74168085219,24225403.593601402,70775.721345716,0.2925843178698509,,2330.4063985985267,26363258,24783058,25729532,24227734
66,116,10,6,df+ss,iso -> df -> ss,2253820.1172203203,459.92592660770663,38314.94199274545,24225403.593601402,70775.721345716,0.2928195134689209,19121.303422240337,2330.4063985985267,26363258,24783058,25729532,24227734
66,116,10,6,df+ss,df -> iso -> ss,2253820.1172203203,459.92592660770663,38314.94199274545,24225403.593601402,70775.721345716,0.2928195134689209,19121.303422240337,2330.4063985985267,26363258,24783058,25729532,24227734
66,116,10,6,df+ss,ss -> iso -> df,2253820.1172203203,459.92592660770663,38314.94199274545,24225403.593601402,70775.721345716,0.2928195134689209,19121.303422240337,2330.4063985985267,26363258,24783058,25729532,24227734
66,116,10,6,df+ss,df -> ss -> iso,2253820.1172203203,459.92592660770663,38314.94199274545,24225403.593601402,70775.721345716,0.2928195134689209,19121.303422240337,2330.4063985985267,26363258,24783058,25729532,24227734
66,116,10,7,none,iso -> df -> ss,2256364.3131462364,458.88760915856017,38358.19332348602,24390222.0,71288.4378578889,0.29447892470168047,,,26363258,24783058,25902605,24390222
66,116,10,7,none,df -> iso -> ss,2256364.3131462364,458.88760915856017,38358.19332348602,24390222.0,71288.4378578889,0.29447892470168047,,,26363258,24783058,25902605,24390222
66,116,10,7,none,ss -> iso -> df,2256364.3131462364,458.88760915856017,38358.19332348602,24390222.0,71288.4378578889,0.29447892470168047,,,26363258,24783058,25902605,24390222
66,116,10,7,none,df -> ss -> iso,2256364.3131462364,458.88760915856017,38358.19332348602,24390222.0,71288.4378578889,0.29447892470168047,,,26363258,24783058,25902605,24390222
66,116,10,7,df,iso -> df -> ss,2254524.4701141496,458.513431475771,38326.91599194054,24390222.0,71288.4378578889,0.2947192392358054,19537.470692254137,,26363258,24783058,25902605,24390222
66,116,10,7,df,df -> iso -> ss,2254524.4701141496,458.513431475771,38326.91599194054,24390222.0,71288.4378578889,0.2947192392358054,19537.470692254137,,26363258,24783058,25902605,24390222
66,116,10,7,df,ss -> iso -> df,2254524.4701141496,458.513431475771,38326.91599194054,24390222.0,71288.4378578889,0.2947192392358054,19537.470692254137,,26363258,24783058,25902605,24390222
66,116,10,7,df,df -> ss -> iso,2254524.4701141496,458.513431475771,38326.91599194054,24390222.0,71288.4378578889,0.2947192392358054,19537.470692254137,,26363258,24783058,25902605,24390222
66,116,10,7,ss,iso -> df -> ss,2256135.4814142697,458.8644749011125,38354.30318404259,24387755.66792136,71288.4378578889,0.29447892470168047,,2466.3320786376125,26363258,24783058,25902605,24390222
66,116,10,7,ss,df -> iso -> ss,2256135.4814142697,458.8644749011125,38354.30318404259,24387755.66792136,71288.4378578889,0.29447892470168047,,2466.3320786376125,26363258,24783058,25902605,24390222
66,116,10,7,ss,ss -> iso -> df,2256135.4814142697,458.8644749011125,38354.30318404259,24387755.66792136,71288.4378578889,0.29447892470168047,,2466.3320786376125,26363258,24783058,25902605,24390222
66,116,10,7,ss,df -> ss -> iso,2256135.4814142697,458.8644749011125,38354.30318404259,24387755.66792136,71288.4378578889,0.29447892470168047,,2466.3320786376125,26363258,24783058,25902605,24390222
66,116,10,7,df+ss,iso -> df -> ss,2254295.824971939,458.4903160820334,38323.02902452296,24387755.66792136,71288.4378578889,0.2947192392358054,19537.470692254137,2466.3320786376125,26363258,24783058,25902605,24390222
66,116,10,7,df+ss,df -> iso -> ss,2254295.824971939,458.4903160820334,38323.02902452296,24387755.66792136,71288.4378578889,0.2947192392358054,19537.470692254137,2466.3320786376125,26363258,24783058,25902605,24390222
66,116,10,7,df+ss,ss -> iso -> df,2254295.824971939,458.4903160820334,38323.02902452296,24387755.66792136,71288.4378578889,0.2947192392358054,19537.470692254137,2466.3320786376125,26363258,24783058,25902605,24390222
66,116,10,7,df+ss,df -> ss -> iso,2254295.824971939,458.4903160820334,38323.02902452296,24387755.66792136,71288.4378578889,0.2947192392358054,19537.470692254137,2466.3320786376125,26363258,24783058,25902605,24390222
70,110,8,5,none,iso -> df -> ss,2254581.0587598216,466.12402991673395,38327.87799891697,23558422.0,54540.08842098635,0.2848345431604853,,,26363258,24392267,25394841,23558422
70,110,8,5,none,df -> iso -> ss,2254581.0587598216,466.12402991673395,38327.87799891697,23558422.0,54540.08842098635,0.2848345431604853,,,26363258,24392267,25394841,23558422
70,110,8,5,none,ss -> iso -> df,2254581.0587598216,466.12402991673395,38327.87799891697,23558422.0,54540.08842098635,0.2848345431604853,,,26363258,24392267,25394841,23558422
70,110,8,5,none,df -> ss -> iso,2254581.0587598216,466.12402991673395,38327.87799891697,23558422.0,54540.08842098635,0.2848345431604853,,,26363258,24392267,25394841,23558422
